source,h2,ch4,c2h6,c2h4,c2h2,co,co2,scale,source_scale,label_raw,label_std
alan456/data.xlsx,305,100,33,161,541,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,35,6,3,26,482,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,543,120,41,411,1880,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,1230,163,27,233,692,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,60,10,4,4,4,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,95,10,0,11,39,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,650,81,170,51,270,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,210,22,6,6,7,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,385,60,8,53,159,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,4230,690,5,196,1180,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,7600,1230,318,836,1560,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,595,80,9,89,244,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,120,25,1,8,40,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,8,0,0,43,101,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,6454,2313,121,2159,6432,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,2177,1049,207,440,705,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,1790,580,321,336,619,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,4,1,2,7,52,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,1900,285,31,957,7730,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,141,131,13,139,19,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,673.6,423.5,77.5,988.9,344.4,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,1678,652.9,80.7,1005.9,419.1,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,440,89,19,304,757,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,210,43,12,102,187,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,2850,1115,138,1987,3675,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,7020,1850,0,2960,4410,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,545,130,16,153,239,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,7150,1440,97,1210,1760,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,620,325,38,181,244,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,120,31,0,66,94,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,755,229,32,404,460,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,5100,1430,0,1140,1010,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,13500,6110,212,4510,4040,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,1570,1110,175,1780,1830,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,3090,5020,323,3800,2540,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,32930,2397,157,0,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,92600,10200,0,0,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,8266,1061,22,0,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,9340,995,60,6,7,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,36036,4704,554,5,10,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,33046,619,58,2,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,40280,1069,1060,1,1,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,26788,18342,2111,27,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,8266,1061,22,0.1,0.1,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,3.6,7.3,2.8,1,0.4,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,15.1,5.7,1.1,1.8,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,29.2,12,2.8,4,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,10,12.9,5.7,2,1,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,5.3,19.8,4.3,5,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,26,18.5,9.8,6.9,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,35.4,39.6,6.8,71.5,1.5,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,49.7,106.4,42.9,26.5,0,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,46.3,160.2,17.7,102.3,0,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,11,57.2,44,308,2.4,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,29.7,101.4,22.1,242.3,1,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,30.8,160.3,124.3,479.6,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,43.7,137.5,123.2,418,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,49.5,63.8,70.4,310.2,3.4,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,59.3,9.1,1.2,6.6,7.8,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,90.2,98.2,13.2,30.8,8.8,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,104,520,167.7,1247.9,2.5,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,126.6,134.6,60.1,308.2,0.1,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,36.4,189.3,147,567.1,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,77.1,11.8,1.6,8.6,10.1,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,46,7.9,2,18.1,18.9,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,58.5,19.5,1.3,11.7,10.4,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,426.4,95,12.1,90.6,80.6,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,157.2,58.5,2,33.9,81.1,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,585,62.7,15.2,63.8,33.8,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,195,49.4,5.2,26.3,38.1,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,181.7,262.5,41.6,28.6,1,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,95,110,160,50,0,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,18.6,110.2,162.3,50.7,0.7,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,16,38.4,70,28,0,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,101,169,595,34,0,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,102,168,597,35,0,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,20.88,212.29,324.05,73.06,0.92,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,72.22,159.01,235.33,32.95,0,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,64.38,77.53,20.6,11.56,0,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,20,207,2.5,2.4,0.4,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,82.4,1548.2,403.8,320.9,0,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,73.38,157.49,244.65,35.68,0,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,70.84,148.56,238.36,35.24,0,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,19.19,187.55,329.49,74.43,1,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,58.54,116.04,175.74,34.12,0.72,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,207,416,347,134.5,20,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,46.9,161.6,94.1,193.3,0.56,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,72,442,221,461,0.7,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,128,419,269.4,614.1,0.35,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,0,31.33,17.59,51.08,0,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,15.3,26.2,21,52.8,0,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,58,290,149,373,0,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,13.1,44.7,91.5,213.3,4.2,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,679,4992,1823,3671,0,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,24,27.8,24.4,30,0,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,33.9,36.5,31.5,39.3,0,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,230,572.4,343,768.9,0.51,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,215.6,255.1,160.2,350.4,0,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,0,37,63,58,93,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,78,70.1,294.8,635.8,12.2,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,139,714,351,634,0,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,40,112.9,54,185.3,0.3,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,19,136,55,164,0.29,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,23.6,170.6,180.4,450.9,0,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,22.7,150.3,160.8,400.8,0,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,972,3411,1436,1639,0,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,139,345,184,533,0,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,70.2,246.6,171.5,371,0,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,118,434,228,638,0,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,159.8,438.9,3112.4,644.6,0.38,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,164,244,103,497,8.3,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,172.6,306.6,75.8,367.4,1.9,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,274,376,55,1002,17,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,109,431,116,446,0.64,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,172.9,334.1,172.9,812.5,37.7,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,25.1,411.91,320.9,1832.8,18.4,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,56,286,96,928,7,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,336,419,105,1074,21,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,11.3,24.6,12.7,59.9,2.8,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,10.86,35.9,17.58,92.53,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,73,520,140,1200,6,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,86,110,18,92,7.4,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,220,340,42,480,14,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,170,320,53,520,3.2,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,116,258,94,466,5,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,98,252,95,645,23,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,27.4,63.2,32.7,137.8,0.52,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,2.02,16.82,3.9,77.25,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,17.31,21.73,5.83,52.3,2.83,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,64,250,145,846,3.2,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,12.51,31.68,8.91,45.18,0.27,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,15.64,35.35,9.74,38.48,0.12,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,13,33.5,9.2,36.7,0.12,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,2.17,45.59,7.97,43.9,0.04,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,2.7,41.03,7.82,48.36,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,14.08,30.14,7.32,39.15,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,14.23,32.05,8.16,42.62,0.07,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,18,23.7,27.1,164,6.5,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,190,920,410,3180,15,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,160,223,45,495,11,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,130,270,67,500,3,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,73,520,140,1230,7,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,135,466,70,502,9,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,610,1200,300,1800,6,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,147,766,506,2078,3.1,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,26,88.3,46,196,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,5.49,35.9,28.1,156,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,12,23,9,98,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,14,29,18,174,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,117,357,92,486,4,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,18.95,46.97,6.94,61.54,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,305,904,52,411,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,16,26.1,7.1,24.4,0.1,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,32,41.6,10.1,120.5,2.61,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,34,48.5,12.9,141,3.31,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,11,102.4,57.9,277.6,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,24,137,62,329.5,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,43,50.9,11.6,127.9,2.9,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,3.76,26.88,7.22,61.8,0.31,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,16,237,92,470,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,171.19,628.34,354.87,1619.9,46.26,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,27.4,63.2,32.7,137.8,0.52,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,73.38,157.49,35.68,244.65,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,58.54,116.04,34.12,175.74,0.72,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,159,212.4,82.4,260,0.35,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,14.42,44.83,3.26,72.63,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,152,247.3,101.2,313.2,0.35,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,100,106.3,19.3,216.6,14.2,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,807.55,955.76,518.53,2286.7,65.86,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,32.61,294.63,141.74,910.82,10.39,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,28.34,71.41,4.78,131,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,115,332,104,604,2.85,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,41,58.2,25.9,129.8,1,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,94.3,94.7,36.2,163.2,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,8.5,14.1,31.7,175.9,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,143,305,721,78,2,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,26.5,298,0,69.3,8.6,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,26,21,15,12,1,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,25.2,1.2,6.5,1.3,0.2,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,980,73,58,12,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,420,37.3,14.9,30,0.2,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,1198,3.2,1.4,3.2,0.5,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,83.26,45.32,18.1,36.45,0.26,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,195.8,14.5,11.6,2.4,0.7,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,565,26.5,6.9,2.1,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,625,49,9,7,0.6,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,2587.2,7.88,4.7,1.4,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,87.27,6.5,5.16,1.07,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,560,0,0.6,0.7,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,89.99,5.35,1.96,2.7,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,1300,110,137,52,22.2,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,650,53,34,20,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,1565,93,34,47,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,1308,125,112,6,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,654,55,34,20,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,2437,115.5,22.6,3.5,0.2,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,565,93,34,47,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,84.3,8,7.2,0.4,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,980,73,58,12,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,565,93,34,47,2.7,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,180.85,0.574,0.234,0.188,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,2073,85.6,17.4,2.6,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,568,26.5,6.9,2.1,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,279,41,9.7,42,34,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,3433,180,34.3,3.4,0.3,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,150,11.6,50.6,29,1.1,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,1308,125,112,6,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,177.21,13.83,6.6,2.36,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,538.3,12.6,8.67,14.07,0.33,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,3433,180,34.4,3.6,0.4,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,181,0.6,0.2,0.2,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,189.93,8.74,1.25,0.04,0.04,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,242,6,1,4,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,30,7.4,8.5,1.8,19,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,14.1,4,1.3,1.5,9.5,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,29.5,4.5,0.5,3.5,29.1,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,78,28,13,29,110,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,30.64,29.84,6.82,16.071,99,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,68.72,9.05,11.38,1.71,34.88,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,225.1,215.9,605.5,88.7,1849,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,80,20,6,20,62,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,75,2.98,0.6,3.57,14.29,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,410,32.88,2.59,24.76,191,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,330.2,28.3,2.55,25.98,203.87,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,584.67,104.44,9.04,193,530.89,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,34.45,21.92,3.19,44.96,19.62,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,5.12,3.76,0.51,5.28,5.16,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,1675,650,82,1006,420,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,121,14,3,29,74,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,181.5,65,9.97,107.6,140.83,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,200,48,14,117,131,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,43.74,17.02,2.1,26.22,10.92,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,217.5,40,4.9,51.8,67.5,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,40.9,11.9,4.5,69.3,29,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,56,25,6,85,10,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,143,92,12,133,79,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,162,109,11.1,201,183,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,35.88,9.3,1.59,15.4,17.66,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,56.82,9.86,2.16,11.59,17.97,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,940,440,3,530,460,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,980,570,37,480,54,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,420,200,14,230,180,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,328,73,3,73,65,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,60,40,10,110,70,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,57,13,0.1,11,12,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,44.09,13.64,2.42,20.08,20.21,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,150,27,5.6,65,90,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,335,67,18,143,170,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,250,63,3.8,66,120,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,293,50,13,115,120,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,443,85,9.5,103,174,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,379.15,18.1,3.93,25.44,33.13,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,20,3.9,0.6,4.4,6.3,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,138.7,50.8,7.7,55.2,96,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,248.47,22.84,11.52,63.54,32.17,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,647.9,189.9,5.9,164.2,201.4,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,512,87,11.5,163.9,185.21,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,23,5.9,1,3.1,3.62,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,207.1,107.16,19.39,136.59,159.65,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,1350.3,602.76,46.1,705.61,896.69,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,531,111.9,22.7,122.5,169,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,447.6,196,33.3,188.6,22.65,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,344.1,213,18.6,199.9,257.6,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,3312,38,6.5,42,54,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,642.9,195.5,17.9,172.9,197.4,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,6785,1149,251,2525,3574.4,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,602.6,186,13.7,190.5,260.7,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,256.61,82.87,6.41,82.65,167.5,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,176,40,11,71,79,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,2307,623.3,26.87,339.32,550,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,9.71,3.44,0.47,0.48,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,9.76,3.48,0.45,0.51,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,9.73,3.41,0.46,0.46,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,9.52,3.27,0.47,0.52,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,9.57,3.36,0.46,0.47,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,9.53,3.32,0.47,0.48,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,9.57,3.28,0.47,0.52,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,9.61,3.26,0.46,0.52,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,7.35,3.1,0.16,0.53,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,7.39,3.03,0.13,0.58,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,10,73.7,18.8,48.6,0.1,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12,23.6,7.7,21.4,0.1,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14.16,0.57,0,0.27,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,19.19,9.65,3.41,3.89,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,19.18,15.17,3.06,9.9,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.04,1.06,0,0.77,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,9.8,6.5,0,0.8,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,0.024,9.228,1.315,0.271,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,0,15.836,1.022,0.33,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,7.3,3.1,0.2,0.4,0.1,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,9.5,3.5,0.5,0.5,0,,,μL/L,μL/L,正常,正常
